"trial","log10n","n","index","t","k","x1","x2","x3","abs_x2x3","abs_x2x3_quantile","radius_quantile","leverage","leverage_quantile","leverage_x_n_over_p","residual","std_residual","deriv_error","deriv_error_quantile","y","fitted"
2,5,1e+05,34739,347.39,3.23087073818539,15.7184504853356,-8.09754389723777,-12.1445696589886,98.3411859267221,0.99999,0.99994,0.00392092208383106,0.99998,130.697402794369,-20.5113009478519,-55.0164035889532,-23.1311350506276,0.99997,187.137171598277,207.648472546129
2,5,1e+05,34740,347.4,3.31586715075177,17.6263809676304,-6.20597351810858,-13.389274324863,83.0934818867908,0.99995,0.99998,0.00255039061752147,0.99993,85.013020584049,-21.0786027730521,-56.5380479864154,-24.9929008247151,1,140.27438384862,161.352986621672
2,5,1e+05,34741,347.41,0.669328983814155,18.911200122589,-3.90592473509981,-14.0094650188825,54.7199159427689,0.9996,1,0.00101558145907176,0.99938,33.8527153023921,-10.1112357250054,-27.1208455691932,-12.6267193078791,0.99988,74.4775286347302,84.5887643597356
2,5,1e+05,34743,347.43,2.64431593773781,18.8121942143465,0.995006578408778,-12.6516925449693,12.5885173102498,0.95084,0.99997,0.00079304041392905,0.99891,26.4346804643017,20.0747983193029,53.8455951238564,23.282926191943,0.99998,-66.1476466103623,-86.2224449296652
2,5,1e+05,34744,347.44,3.52008705871785,17.6355689250477,3.06775991299836,-10.8397691226056,33.253809180487,0.99603,0.99992,0.0015980640366733,0.99974,53.2688012224433,22.2478061376173,59.674141808354,24.7212076459496,0.99999,-114.90302400351,-137.150830141127
2,5,1e+05,34745,347.45,1.22493854460355,16.1434423888166,4.68899483395078,-8.64127775565862,40.5189067550171,0.99849,0.99975,0.00194641694776058,0.99983,64.8805649253527,14.3257222434507,38.4251451749805,14.9457284446246,0.99994,-138.196652126421,-152.522374369871
2,5,1e+05,41418,414.18,1.07117946722683,14.1684409617874,-7.82090266284426,-10.8803789256449,85.094384512331,0.99996,0.99982,0.00297586548035134,0.99995,99.1955160117112,-12.2401581473765,-32.8311442721631,-13.651857227405,0.9999,165.776755407682,178.016913555059
2,5,1e+05,41419,414.19,1.54114489732597,15.8415145375327,-6.33297622162813,-11.9815749956989,75.8790295454152,0.99992,0.99991,0.00218961394495474,0.99988,72.9871314984915,-14.4775983456702,-38.832514603008,-16.9795787238885,0.99996,134.036281214506,148.513879560177
2,5,1e+05,41420,414.2,0.66119995841705,17.1063804618562,-4.50578047819208,-12.6631836913654,57.0575258683146,0.99966,0.99995,0.00113609501919501,0.99957,37.8698339731669,-9.7937489456493,-26.2692671719175,-12.194832730455,0.99986,86.0355652502335,95.8293141958828
2,5,1e+05,41422,414.22,0.533246802250063,17.6844052832248,-0.392270160405643,-12.1170740353304,4.75316657548611,0.8329,0.99993,0.00036519230858855,0.99336,12.1730769529517,9.85652916323448,26.4376593083719,11.2100389941302,0.99983,-29.4018972621374,-39.2584264253719
2,5,1e+05,41423,414.23,1.35070922539454,16.9934032765658,1.50945699314485,-10.8789203780845,16.4212624425657,0.97372,0.99989,0.000817935986452744,0.99896,27.2645328817581,14.6834698720245,39.3847131695533,16.719871979262,0.99995,-77.0882894522181,-91.7717593242426
2,5,1e+05,41424,414.24,0.93139080113712,15.8933322499171,3.10813953114442,-9.20583493291176,28.6130194721733,0.99288,0.99974,0.00125666406392608,0.99961,41.8888021308692,12.9027650886554,34.6084206621356,14.2411563747179,0.99992,-107.585853418757,-120.488618507412
2,5,1e+05,45679,456.79,0.559617727549738,-13.0181264031587,-7.87066815518241,9.50237210316509,74.7900175110752,0.99991,0.99965,0.00195888372899646,0.99984,65.2961242998819,9.19431595015701,24.6614389952268,10.3215701166873,0.9998,-160.427766108922,-169.622082059079
2,5,1e+05,45680,456.8,1.06113338133282,-14.6320754658481,-6.49757522882156,10.589806961553,68.8080673913889,0.99984,0.99978,0.00155155925428734,0.99973,51.718641809578,12.583617694065,33.75238808235,14.4838832422951,0.99993,-133.899247545732,-146.482865239797
2,5,1e+05,45681,456.81,0.713728849372404,-15.9112645766986,-4.79951918944503,11.3332107946146,54.3939626867786,0.99958,0.99986,0.00088723702151767,0.99912,29.5745673839223,10.186354430342,27.3223325943402,12.2743295209597,0.99987,-91.6550951926917,-101.841449623034
2,5,1e+05,45684,456.84,0.929601037427933,-16.2333383630881,0.999833932028834,10.1676220588138,10.1659335424469,0.93016,0.99977,0.00058675463006625,0.99789,19.558487668875,-12.8228148925265,-34.3939743786734,-14.209232932707,0.99991,62.9386366531928,75.7614515457194
2,5,1e+05,45685,456.85,0.857883979386456,-15.276474912196,2.62343037151956,8.73706041190242,22.921069642386,0.98712,0.99961,0.000945886315947151,0.99923,31.529543864905,-12.4544204675204,-33.4058490316957,-13.5567987382993,0.99989,96.7829444042506,109.237364871771
3,5,1e+05,2654,26.54,0.784390244458593,-15.5891480912748,-6.51150761183748,11.3451137155415,73.8737943159105,0.99985,0.99981,0.00162414002829648,0.99973,54.1380009432159,15.7694538462383,29.8309074977198,19.0595039380093,0.99988,-140.143804052962,-155.913257899201
3,5,1e+05,2658,26.58,0.685260580491229,-16.7236369931114,1.82001538674004,10.3071849321143,18.7592351704231,0.97813,0.99974,0.000827298726275991,0.99894,27.5766242091997,-16.4855209707641,-31.1854840329739,-18.9284209213695,0.99987,83.7124404048472,100.197961375611
3,5,1e+05,2659,26.59,0.628528574422655,-15.5310575013817,3.49250693134649,8.58950550355209,29.9989075079945,0.99203,0.99953,0.00115570464491943,0.99951,38.523488163981,-13.9462155163047,-26.3819070125495,-15.5865643943248,0.99983,115.496165312752,129.442380829057
3,5,1e+05,20968,209.68,1.5588764610501,-14.9246242874004,-9.17338461677083,11.1365297890931,102.159671051477,0.99997,0.99984,0.00340615907472336,0.99997,113.538635824112,22.0009758028568,41.6190110598633,24.40194436096,0.99991,-215.828679232597,-237.829655035454
