"trial","log10n","n","design","kappa","vif_max","vif_median"
12,4.4,25119,"full",1094.13274423883,37928.1367278759,1361.91481060986
12,4.4,25119,"truth",10.4288726059057,8.06624443829289,3.69737794808624
12,4.6,39811,"full",1341.82946657954,55547.3847416916,1974.30777969601
12,4.6,39811,"truth",10.8772939325141,8.49486571175676,3.89819471712455
12,4.8,63096,"full",1663.98832082288,83665.6354840509,2927.54639117128
12,4.8,63096,"truth",11.2790382290235,8.86730888851986,4.05561587873152
12,5,1e+05,"full",2072.74819987669,128014.66185649,4425.94131527276
12,5,1e+05,"truth",11.5901219961484,9.18259372976457,4.16625722151343
13,2,100,"full",25137472130424956,1e+16,1e+16
13,2,100,"truth",9871.46158001586,5349246.74671259,622458.719893957
13,2.2,158,"full",225326242859378,1e+16,1e+16
13,2.2,158,"truth",628.208243055719,32750.8145882246,2538.80754838742
13,2.4,251,"full",7074941159099.38,1e+16,1e+16
13,2.4,251,"truth",552.724795718542,25481.3257220337,1576.0527741635
13,2.6,398,"full",883901970698.681,1e+16,1e+16
13,2.6,398,"truth",167.190078286266,2034.49323791113,145.282975226332
13,2.8,631,"full",79510068937.3617,1e+16,4503599627370496
13,2.8,631,"truth",91.0543693373811,497.305744320051,33.4867592373266
13,3,1000,"full",3858102831.01477,1e+16,1125899906842624
13,3,1000,"truth",7.84250389305165,9.79455210966005,5.56094569558121
13,3.2,1585,"full",20960231.287402,5176551295828.16,102657844252.804
13,3.2,1585,"truth",11.9219472680953,15.5096226869346,5.5052677666553
13,3.4,2512,"full",1681.05248047458,32244.73852186,2252.70631360725
13,3.4,2512,"truth",10.4238132401399,11.2105566437265,3.23303301837099
13,3.6,3981,"full",560.653484407198,9679.41361597429,276.363567479536
13,3.6,3981,"truth",8.90220194418866,7.60960282702608,3.20555351717074
13,3.8,6310,"full",465.846603081081,8446.175986494,233.870422057631
13,3.8,6310,"truth",8.71434349637619,7.13713282501193,2.85856007849237
13,4,10000,"full",504.939150407615,9795.1788344261,287.222023269236
13,4,10000,"truth",8.98559168526277,7.04585941255485,2.89091692685068
13,4.2,15849,"full",594.627591848594,12434.8272897193,434.324025863249
13,4.2,15849,"truth",9.45378318136835,7.29183838711371,3.20385623732975
13,4.4,25119,"full",710.682443928541,16754.4807431216,580.727888327342
13,4.4,25119,"truth",9.94931091063408,7.71663081409842,3.472814336419
13,4.6,39811,"full",862.598079141933,23654.2524154858,860.961768368411
13,4.6,39811,"truth",10.4424223639514,8.13326322708641,3.73276391879863
13,4.8,63096,"full",1062.33627088894,34752.5060847647,1299.49401623927
13,4.8,63096,"truth",10.9256156248546,8.56657499900805,3.93600025248084
13,5,1e+05,"full",1316.30717850203,52204.9178308949,2004.07965752059
13,5,1e+05,"truth",11.3074498585873,8.93588856792032,4.08280063213255
14,2,100,"full",30150678205141572,1e+16,1e+16
14,2,100,"truth",12805.0374855074,9078376.64177138,906945.428077533
14,2.2,158,"full",298912215056561,1e+16,1e+16
14,2.2,158,"truth",864.773243373573,52138.428083532,4343.82026172292
14,2.4,251,"full",14977140953520.3,1e+16,1e+16
14,2.4,251,"truth",82.9665441568269,544.725196257247,42.458514443425
14,2.6,398,"full",646170927194.626,1e+16,1e+16
14,2.6,398,"truth",19.9657814097697,33.0884518947866,6.649672694831
14,2.8,631,"full",28643551884.3711,1e+16,9007199254740992
14,2.8,631,"truth",6.5048482205251,6.60712489662934,5.34161555749401
14,3,1000,"full",4588904.7158624,141165395961.837,12190803103.654
14,3,1000,"truth",10.0570298450733,9.93559432055,3.0401003238702
14,3.2,1585,"full",6876.76315689525,1160955.03481858,40356.413938775
14,3.2,1585,"truth",9.37755907086191,8.56837007619665,3.07771395636347
14,3.4,2512,"full",810.24643028439,27159.4157190751,634.916216332316
14,3.4,2512,"truth",8.60810302570162,7.26859235895417,2.740541028376
14,3.6,3981,"full",628.860797429472,18308.6181398276,365.786390166739
14,3.6,3981,"truth",8.80794223854396,7.17703711121892,2.93139533973891
14,3.8,6310,"full",763.091924922619,22355.1456984682,430.708214323019
14,3.8,6310,"truth",9.50762924519917,7.53593830423121,3.07006131128563
14,4,10000,"full",925.779727468762,29248.7754033394,569.615404985941
14,4,10000,"truth",9.87987969681734,7.77644374268922,3.06958621706272
14,4.2,15849,"full",1141.43684121387,41281.4849196361,871.25438909645
14,4.2,15849,"truth",10.3321125343403,8.15291909056161,3.39249266386703
14,4.4,25119,"full",1423.58327768802,61179.5718824998,1339.51024280581
14,4.4,25119,"truth",10.8230001497494,8.56805771380747,3.6629576119131
14,4.6,39811,"full",1776.06014217062,92157.2132494887,2092.47236399165
14,4.6,39811,"truth",11.2188943141791,8.91179483496143,3.90255030253812
14,4.8,63096,"full",2216.86464592641,141271.019265488,3153.5909962241
14,4.8,63096,"truth",11.4990802782481,9.18268926585213,4.03629670711859
14,5,1e+05,"full",2778.99135240517,219583.322805825,4456.12556439408
14,5,1e+05,"truth",11.7394853674839,9.38875097261439,4.15320704183683
15,2,100,"full",28820370944664120,1e+16,1e+16
15,2,100,"truth",27742.9083700727,17233248.2804341,2915619.15233665
15,2.2,158,"full",216875927787441,1e+16,1e+16
15,2.2,158,"truth",2107.07052699277,255188.109294248,21197.9579945375
15,2.4,251,"full",1181134500346.67,1e+16,1e+16
15,2.4,251,"truth",74.1881951713887,580.170645563981,83.4286328840233
15,2.6,398,"full",100622250945.172,1e+16,1e+16
15,2.6,398,"truth",26.3553253351471,72.7979346589094,10.6382474528168
15,2.8,631,"full",953149548.66997,4503599627370496,136472715980924
15,2.8,631,"truth",17.2769586407343,31.3623989914502,7.86166447232545
15,3,1000,"full",550624.880691339,6633437067.13932,128030772.287092
15,3,1000,"truth",9.36651979651171,7.19246690972825,3.78436302762461
15,3.2,1585,"full",8242.18875648124,2042186.93971727,11805.0460900467
15,3.2,1585,"truth",10.4050156190451,8.07567329134659,4.28585098144462
15,3.4,2512,"full",3901.23583073891,459912.531945192,1860.02419976962
15,3.4,2512,"truth",11.3063749004848,8.97661222453865,4.41322043495323
15,3.6,3981,"full",2368.2018056624,168658.156499543,740.134706803712
15,3.6,3981,"truth",10.7786323773127,8.50993126411358,3.61323283475357
15,3.8,6310,"full",2745.49034072984,216420.313515673,990.734700587418
15,3.8,6310,"truth",10.6020503773326,8.31134601095109,3.55844392808224
15,4,10000,"full",3455.50021572411,323253.769458177,1431.20058833698
15,4,10000,"truth",10.904291327574,8.69878384864296,3.62936410595252
15,4.2,15849,"full",4355.69039864495,493547.018622293,2120.39370992583
15,4.2,15849,"truth",11.1692929946986,8.90108604761561,3.76877472212641
15,4.4,25119,"full",5467.18263224391,761707.809578124,3146.94899957402
15,4.4,25119,"truth",11.3934300892638,9.10808587365398,3.90231763670099
15,4.6,39811,"full",6901.69514395638,1194197.7479232,4740.1489420099
15,4.6,39811,"truth",11.6383044699577,9.30138933532888,4.0366390015559
15,4.8,63096,"full",8697.8743533782,1873866.54068852,7235.26763895637
15,4.8,63096,"truth",11.8426271468162,9.47854750772494,4.16231059128741
15,5,1e+05,"full",10925.5864545454,2945863.87315796,10717.6387810352
15,5,1e+05,"truth",11.9536481644598,9.59071875928567,4.22124178770796
16,2,100,"full",13311252247784188,1e+16,1e+16
16,2,100,"truth",42817.7910724117,22224923.6252374,2564283.67853935
16,2.2,158,"full",1694860574955890,1e+16,1e+16
16,2.2,158,"truth",1531.6969058183,23887.8059933946,2873.11989075867
16,2.4,251,"full",25571225204323.9,1e+16,1e+16
16,2.4,251,"truth",37.7866056076703,32.2334098696004,21.5492534512874
16,2.6,398,"full",235141644887.597,1e+16,1e+16
16,2.6,398,"truth",15.9363456329997,25.7739945263317,16.7142047773082
16,2.8,631,"full",9017971728.64809,1e+16,2251799813685248
16,2.8,631,"truth",16.331761554277,33.1264812241643,9.18011539706827
16,3,1000,"full",1709466.1017679,46002039094.6935,2270834516.30958
16,3,1000,"truth",9.03849981088463,9.10718896237082,3.27939447383944
16,3.2,1585,"full",2241.10746069587,137457.013466507,6729.23280497044
16,3.2,1585,"truth",8.86609484248217,7.6136196869351,2.80613503159547
16,3.4,2512,"full",1638.23937360459,79996.3843920972,1310.62648891578
16,3.4,2512,"truth",9.58904105285082,7.95367944872494,3.22823946660949
16,3.6,3981,"full",1896.78217487496,97421.4300189613,1933.05291913991
16,3.6,3981,"truth",10.3031339818226,8.08570608562016,3.83204802266699
16,3.8,6310,"full",2230.89367924889,132993.309188274,2760.6905998349
16,3.8,6310,"truth",10.6035648815998,8.51954197436397,3.79451941037449
16,4,10000,"full",2736.78777532481,193305.789185626,4252.74340137818
16,4,10000,"truth",11.1118489492098,8.85265270337256,3.99728884828187
16,4.2,15849,"full",3384.09288915931,289207.315019122,6664.19038847428
16,4.2,15849,"truth",11.4877607642862,9.12277036820424,4.20508154825961
16,4.4,25119,"full",4189.10885692352,439563.429131539,10409.672900514
16,4.4,25119,"truth",11.6952612700595,9.35663852308589,4.21662367110147
16,4.6,39811,"full",5218.22261411737,677628.151749439,16329.1477815356
16,4.6,39811,"truth",11.8549768699014,9.48613893892436,4.27677902213169
16,4.8,63096,"full",6544.79199889305,1059628.45574726,24391.8164662154
16,4.8,63096,"truth",12.0120831052147,9.62602403117263,4.3193818515438
16,5,1e+05,"full",8204.38066995272,1658023.63296391,36046.3983514235
16,5,1e+05,"truth",12.096462475213,9.71201472714416,4.34367903022572
17,2,100,"full",17664475239814846,1e+16,1e+16
17,2,100,"truth",146741.155788461,184229238.992807,26214619.6276945
17,2.2,158,"full",16614458061936124,1e+16,1e+16
17,2.2,158,"truth",27804.8556108485,5712139.02010494,630605.843728501
17,2.4,251,"full",1727316792976908,1e+16,1e+16
17,2.4,251,"truth",12327.0269864119,855001.326600659,102806.483487114
17,2.6,398,"full",128802563123724,1e+16,1e+16
17,2.6,398,"truth",1842.72980129604,13450.3734014795,1794.4624955872
17,2.8,631,"full",3218228323210.07,1e+16,1e+16
17,2.8,631,"truth",182.371836975676,145.844746970961,70.6150066285274
17,3,1000,"full",114736594342.036,1e+16,3002399751580330
17,3,1000,"truth",22.8609230535037,77.6211644382701,38.6427612497816
17,3.2,1585,"full",2061521591.48884,1e+16,346430740566961
17,3.2,1585,"truth",21.8895130817675,78.4064382534017,39.3837944754859
17,3.4,2512,"full",2252.49767140123,129061.283229981,10916.1531949671
17,3.4,2512,"truth",10.9239614483771,11.8111357669244,2.54002824282385
17,3.6,3981,"full",386.130932610683,7090.67391795034,428.551480287505
17,3.6,3981,"truth",8.77940020244879,7.98880613077103,2.49744685458281
17,3.8,6310,"full",456.176022149836,7818.5290176212,495.496580869988
17,3.8,6310,"truth",8.79342096763895,7.26132528110277,3.00803603571312
17,4,10000,"full",526.526077474484,9532.0517765548,749.428323115222
17,4,10000,"truth",8.91773866945832,7.08259489892341,3.16210175816044
17,4.2,15849,"full",620.805898417783,12192.7765756315,1078.37067819634
17,4.2,15849,"truth",9.29453286160201,7.24237522502471,3.44829174588646
17,4.4,25119,"full",759.718246562651,16461.4467535537,1584.10144641092
17,4.4,25119,"truth",9.87556139413625,7.65517666864783,3.72431002018528
17,4.6,39811,"full",949.037618477327,23119.9831419358,2379.11127108572
17,4.6,39811,"truth",10.3744825237827,8.09117251657169,3.88471546977118
17,4.8,63096,"full",1195.49382095296,33663.483295246,3639.69117106545
17,4.8,63096,"truth",10.8360292953269,8.50919260983051,4.03435646215623
17,5,1e+05,"full",1509.04307141494,50451.8550958193,5763.84287905889
17,5,1e+05,"truth",11.2486120207773,8.87460069001473,4.16180955239505
18,2,100,"full",35693844417769016,1e+16,1e+16
18,2,100,"truth",1855838.24458319,2502363330.7675,850363523.520051
18,2.2,158,"full",22973867898887672,1e+16,1e+16
18,2.2,158,"truth",116124.85351245,8176800.31649735,2487438.10025668
18,2.4,251,"full",30327801896358720,1e+16,1e+16
18,2.4,251,"truth",7279.055473936,22742.3921405232,5654.34474369747
18,2.6,398,"full",921729238380556,1e+16,1e+16
18,2.6,398,"truth",921.962161594947,1037.10727032968,522.409245800351
18,2.8,631,"full",10688051265988.8,1e+16,1e+16
18,2.8,631,"truth",95.2388694478447,1095.61452296853,187.13268909354
18,3,1000,"full",224900757972.548,1e+16,9007199254740992
18,3,1000,"truth",87.3540800815936,1131.30721023964,170.359658616323
18,3.2,1585,"full",22723664.9864494,6090060348033.12,78401873654.0105
18,3.2,1585,"truth",13.6596668366094,17.806836827887,11.1139713943803
18,3.4,2512,"full",3654.51956174269,135416.607136955,11475.3731000177
18,3.4,2512,"truth",9.15188538501295,8.87726462686284,4.59015137187256
18,3.6,3981,"full",525.242858960196,10441.7321033323,577.683608260121
18,3.6,3981,"truth",8.85689360489163,7.61401619128424,3.49884351194818
18,3.8,6310,"full",471.259417654564,8575.70030765207,647.510036134775
18,3.8,6310,"truth",8.67331898302857,6.82843353094284,3.0641187285599
18,4,10000,"full",544.833632508136,10058.2570834737,1025.77963930431
18,4,10000,"truth",8.94651048976096,6.89639844053836,3.2235327368123
18,4.2,15849,"full",649.176315364096,12930.1375601931,1613.72917234337
18,4.2,15849,"truth",9.49505843815283,7.33141627123469,3.45552184524623
18,4.4,25119,"full",786.924156245944,17545.5709994165,2325.29124079942
18,4.4,25119,"truth",9.9961606893382,7.68834943596913,3.68454018218543
18,4.6,39811,"full",982.875506852681,25071.7865792172,3682.09771529109
18,4.6,39811,"truth",10.5593858580298,8.18903852818876,3.90586332471532
18,4.8,63096,"full",1236.25438337246,36868.1794924059,5754.87467173656
18,4.8,63096,"truth",10.9923666900282,8.61408800319572,4.03110532218822
18,5,1e+05,"full",1558.64869765553,55592.0661985698,8443.53129877796
18,5,1e+05,"truth",11.3479044096995,8.95388105379372,4.14468898596045
19,2,100,"full",24550508826125688,1e+16,1e+16
19,2,100,"truth",149069.028778356,41283734.565388,16539224.8544015
19,2.2,158,"full",22986935908268988,1e+16,1e+16
19,2.2,158,"truth",2669.10111867243,12233.1796950589,5830.38424607485
19,2.4,251,"full",152748108102944,1e+16,1e+16
19,2.4,251,"truth",160.84021512294,600.40732704034,103.658063994112
19,2.6,398,"full",3197929581164.63,1e+16,1e+16
19,2.6,398,"truth",67.138819094217,424.506573674516,86.3923265179006
19,2.8,631,"full",110025330860.673,1e+16,4503599627370496
19,2.8,631,"truth",22.3370651877566,88.5805254073334,29.6504963553129
19,3,1000,"full",3915769.53960276,140697917066.153,13377750464.8632
19,3,1000,"truth",10.058829794333,10.1265647829769,3.17398424723595
19,3.2,1585,"full",8185.50754977346,1210423.71204318,54990.8564662352
19,3.2,1585,"truth",9.26254656808315,8.56253551331001,2.608670561119
19,3.4,2512,"full",940.929043946427,28998.5073303457,1366.96061474484
19,3.4,2512,"truth",9.14626542971706,7.57222947622848,2.96338089866839
19,3.6,3981,"full",971.840701326657,31518.7885215504,1201.94309408909
19,3.6,3981,"truth",9.03488560743496,7.27449987053801,3.01042676310222
19,3.8,6310,"full",1231.44323121926,42542.8624823003,1776.8726055779
19,3.8,6310,"truth",9.88000509686218,7.80058406616094,3.51072350339847
19,4,10000,"full",1485.07965590284,59392.721322806,2313.02707240305
19,4,10000,"truth",10.2474119788991,8.10413991155731,3.61908568468941
19,4.2,15849,"full",1829.2098220775,84916.9984447065,3586.85492165393
19,4.2,15849,"truth",10.6287669320629,8.40023660830644,3.83552878883003
19,4.4,25119,"full",2293.16351949281,127722.411067151,5565.86182127652
19,4.4,25119,"truth",11.1067265986898,8.82042058815907,4.00350918982797
19,4.6,39811,"full",2858.59860727619,193755.652130028,8104.20112983754
19,4.6,39811,"truth",11.424311738675,9.11340560085029,4.12744404510326
19,4.8,63096,"full",3576.07216842106,298713.514131426,12485.4307356979
19,4.8,63096,"truth",11.6604144240303,9.33458219590566,4.20926768246403
19,5,1e+05,"full",4496.11110215416,466053.372833898,18485.8007811485
19,5,1e+05,"truth",11.866516257242,9.5019526276314,4.27807236123518
