"trial","sweep","log10n","n","snr","trimmed_p","trimmed_max_degree","selected","selected_intercept","screen_exact_truth","truth_in_selected","seconds"
14,"snr",3.69897000433602,5000,45,34,4,"x3;x1^2;x2^2;x2 x3;x1^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x2^2 x3^2",TRUE,FALSE,FALSE,2.54536747932434
14,"snr",3.69897000433602,5000,50,34,4,"x3;x1^2;x2^2;x2 x3;x1^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x2^2 x3^2",TRUE,FALSE,FALSE,2.57467794418335
14,"snr",3.69897000433602,5000,55,34,4,"x2;x3;x1^2;x1 x2;x2^2;x2 x3;x3^2;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2",TRUE,FALSE,TRUE,2.71191453933716
14,"snr",3.69897000433602,5000,60,34,4,"x2;x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x2^3;x1^2 x3;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2",TRUE,FALSE,FALSE,2.69447636604309
14,"snr",3.69897000433602,5000,Inf,55,5,"x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x1^4 x2;x1^2 x2^3;x2^5;x1^4 x3;x1^2 x2^2 x3;x1 x2^3 x3;x2^4 x3;x1^2 x3^3;x2^2 x3^3",TRUE,FALSE,FALSE,2.34112477302551
15,"snr",3.69897000433602,5000,1,34,4,"x1^2",TRUE,FALSE,FALSE,2.38200807571411
15,"snr",3.69897000433602,5000,5,55,5,"x1^2;x1 x2;x2^2;x1 x2 x3;x1^2 x2^2;x1^2 x2 x3;x1 x2 x3^2;x1^3 x2 x3;x1^2 x2 x3^2",FALSE,FALSE,FALSE,2.71957635879517
15,"snr",3.69897000433602,5000,10,9,2,"x3;x1^2;x2^2;x3^2",TRUE,FALSE,FALSE,2.19294762611389
15,"snr",3.69897000433602,5000,15,55,5,"x3;x1^2;x2^2 x3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x3^4",TRUE,FALSE,FALSE,2.74218654632568
15,"snr",3.69897000433602,5000,20,55,5,"x3;x1^2;x2^2;x2^2 x3;x1^2 x3^2;x3^4;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.84672522544861
15,"snr",3.69897000433602,5000,25,55,5,"x3;x1^2;x2^2;x3^3;x1^2 x3^2;x2^2 x3^2;x1^3 x2^2",TRUE,FALSE,FALSE,2.80742883682251
15,"snr",3.69897000433602,5000,30,55,5,"x3;x1^2;x2^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x2;x1^2 x2^3;x1^4 x3;x2^4 x3",TRUE,FALSE,FALSE,3.04039263725281
15,"snr",3.69897000433602,5000,35,55,5,"x3;x1^2;x2^2;x3^3;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3",TRUE,FALSE,FALSE,2.91648936271667
15,"snr",3.69897000433602,5000,40,34,4,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2;x3^4",TRUE,FALSE,TRUE,2.63666725158691
15,"snr",3.69897000433602,5000,45,34,4,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x3^4",TRUE,FALSE,TRUE,2.60100173950195
15,"snr",3.69897000433602,5000,50,34,4,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2;x3^4",TRUE,FALSE,TRUE,2.68284106254578
15,"snr",3.69897000433602,5000,55,55,5,"x2;x3;x1^2;x2^2;x3^2;x2^3;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^3;x1^4 x3;x1^2 x2^2 x3;x2^4 x3",TRUE,FALSE,FALSE,3.04994463920593
15,"snr",3.69897000433602,5000,60,34,4,"x3;x1^2;x2^2;x1 x3;x1^3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2",TRUE,FALSE,TRUE,2.61232733726501
15,"snr",3.69897000433602,5000,Inf,55,5,"x2;x3;x1^2;x2^2;x3^2;x1 x2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x2^2 x3^3",TRUE,FALSE,FALSE,2.29612159729004
16,"snr",3.69897000433602,5000,1,34,4,"x1 x2^2;x1 x2^2 x3",FALSE,FALSE,FALSE,2.30209851264954
16,"snr",3.69897000433602,5000,5,9,2,"x1^2;x2^2",TRUE,FALSE,FALSE,2.13051199913025
16,"snr",3.69897000433602,5000,10,55,5,"x3;x1^2;x2^2;x1^2 x2;x1^2 x3;x1 x2^3;x1^3 x2^2;x1^2 x2^3;x2^4 x3",TRUE,FALSE,FALSE,2.80102062225342
16,"snr",3.69897000433602,5000,15,55,5,"x1;x3;x2^2;x1 x3;x2^3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^3 x2;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^3 x2^2;x1 x2^4;x2^5;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1^2 x2 x3^2;x1 x2^2 x3^2;x2^2 x3^3",TRUE,FALSE,FALSE,2.81856966018677
16,"snr",3.69897000433602,5000,20,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2 x3",TRUE,FALSE,FALSE,2.49639892578125
16,"snr",3.69897000433602,5000,25,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3",TRUE,FALSE,FALSE,2.48836231231689
16,"snr",3.69897000433602,5000,30,34,4,"x3;x1^2;x2^2;x3^3;x1^4;x1^2 x2^2;x1^2 x3^2;x2^2 x3^2",TRUE,FALSE,FALSE,2.52332901954651
16,"snr",3.69897000433602,5000,35,55,5,"x3;x1^2;x2^2;x1 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^3 x2^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3",TRUE,FALSE,FALSE,2.85953664779663
16,"snr",3.69897000433602,5000,40,55,5,"x3;x1^2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^2 x2^2 x3;x2^4 x3",TRUE,FALSE,FALSE,2.92647981643677
16,"snr",3.69897000433602,5000,45,34,4,"x3;x1^2;x2^2;x1^2 x2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x2 x3;x1^2 x3^2",TRUE,FALSE,TRUE,2.64518547058105
16,"snr",3.69897000433602,5000,50,55,5,"x3;x1^2;x2^2;x2 x3;x3^2;x1^2 x2;x1 x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1^4 x2;x1^2 x2^3;x1 x2^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x1^2 x2 x3^2;x2^3 x3^2;x2^2 x3^3",TRUE,FALSE,TRUE,3.02260851860046
16,"snr",3.69897000433602,5000,55,55,5,"x3;x1^2;x1 x2;x2^2;x2 x3;x3^2;x1^2 x2;x1 x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1^3 x2^2;x1^2 x2^3;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x1^2 x2 x3^2;x2^3 x3^2;x2^2 x3^3",TRUE,FALSE,TRUE,3.07161593437195
16,"snr",3.69897000433602,5000,60,55,5,"x3;x1^2;x1 x2;x2^2;x1 x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^3 x2^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x2^2 x3^3",TRUE,FALSE,TRUE,2.93761610984802
16,"snr",3.69897000433602,5000,Inf,55,5,"x3;x1^2;x1 x2;x2^2;x1^2 x3;x3^3;x1^4;x1^2 x2^2;x1 x2^3;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1^3 x2^2;x1^4 x3;x1^2 x2^2 x3;x2^4 x3",TRUE,FALSE,FALSE,2.32529044151306
17,"snr",3.69897000433602,5000,1,34,4,"x1^3 x2",FALSE,FALSE,FALSE,2.17267489433289
17,"snr",3.69897000433602,5000,5,55,5,"x1^2 x2^2",FALSE,FALSE,FALSE,2.60432481765747
17,"snr",3.69897000433602,5000,10,55,5,"x3;x1^2;x1 x2;x2^2;x3^2;x1^2 x2;x1^3 x2;x1^3 x2^2;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.61420464515686
17,"snr",3.69897000433602,5000,15,55,5,"x3;x2^2;x1 x3;x2^3;x1^4;x1^2 x2^2;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x2^3;x1^2 x2 x3^2",TRUE,FALSE,FALSE,2.51096630096436
17,"snr",3.69897000433602,5000,20,55,5,"x3;x1^2;x2^2;x1^2 x2^2;x2^4;x1^2 x3^2;x2^2 x3^2;x3^4",TRUE,FALSE,FALSE,2.56856369972229
17,"snr",3.69897000433602,5000,25,34,4,"x3;x1^2;x2^2;x2^2 x3;x3^3",TRUE,FALSE,FALSE,2.24340653419495
17,"snr",3.69897000433602,5000,30,55,5,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.69990348815918
17,"snr",3.69897000433602,5000,35,55,5,"x3;x1^2;x2^2;x2 x3;x1 x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^4 x2;x1^3 x2^2;x1 x2^4;x1^2 x2^2 x3;x1^3 x3^2;x1^2 x2 x3^2;x1 x2^2 x3^2;x1^2 x3^3",TRUE,FALSE,FALSE,2.78103590011597
17,"snr",3.69897000433602,5000,40,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2",TRUE,FALSE,TRUE,2.54677152633667
17,"snr",3.69897000433602,5000,45,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,2.43051528930664
17,"snr",3.69897000433602,5000,50,34,4,"x3;x1^2;x2^2;x1^2 x3;x1 x2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,FALSE,TRUE,2.58771586418152
17,"snr",3.69897000433602,5000,55,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,2.46325373649597
17,"snr",3.69897000433602,5000,60,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,2.47767472267151
17,"snr",3.69897000433602,5000,Inf,55,5,"x3;x1^2;x2^2;x1 x3;x2 x3;x1^3;x1 x2^2;x2^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^4 x3;x1^3 x3^2;x2^3 x3^2;x1^2 x3^3",TRUE,FALSE,TRUE,2.33311414718628
18,"snr",3.69897000433602,5000,1,55,5,"",TRUE,FALSE,FALSE,2.60855793952942
18,"snr",3.69897000433602,5000,5,55,5,"x1 x2 x3;x1^2 x2^2;x1^2 x2^3;x1^3 x2 x3;x1 x2^3 x3",FALSE,FALSE,FALSE,2.62186765670776
18,"snr",3.69897000433602,5000,10,34,4,"x1^2 x2^2",FALSE,FALSE,FALSE,2.24995064735413
18,"snr",3.69897000433602,5000,15,19,3,"x3;x1^2;x2^2;x3^2;x1^2 x3;x3^3",TRUE,FALSE,FALSE,2.26649856567383
18,"snr",3.69897000433602,5000,20,55,5,"x3;x1^2;x2^2;x1^2 x2^2;x1^2 x3^2;x2^2 x3^2;x3^4",TRUE,FALSE,FALSE,2.56010389328003
18,"snr",3.69897000433602,5000,25,55,5,"x3;x1^2;x2^2;x2^2 x3;x1^2 x3^2;x3^4;x1^3 x2^2",TRUE,FALSE,FALSE,2.56371378898621
18,"snr",3.69897000433602,5000,30,55,5,"x3;x1^2;x2^2;x1^2 x3;x3^3;x1 x2^2 x3",TRUE,FALSE,FALSE,2.78509521484375
18,"snr",3.69897000433602,5000,35,55,5,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x1 x3^2;x3^3;x1^2 x2^2;x2^4;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^5;x1 x2^4;x1^2 x2^2 x3;x1 x2^2 x3^2",TRUE,FALSE,FALSE,2.78242444992065
18,"snr",3.69897000433602,5000,40,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2",TRUE,FALSE,TRUE,2.53762745857239
18,"snr",3.69897000433602,5000,45,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2",TRUE,FALSE,TRUE,2.53247356414795
18,"snr",3.69897000433602,5000,50,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2",TRUE,FALSE,TRUE,2.58697724342346
18,"snr",3.69897000433602,5000,55,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2",TRUE,FALSE,TRUE,2.58690595626831
18,"snr",3.69897000433602,5000,60,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2",TRUE,FALSE,TRUE,2.51415252685547
18,"snr",3.69897000433602,5000,Inf,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2",TRUE,FALSE,TRUE,1.91257929801941
19,"snr",3.69897000433602,5000,1,34,4,"x3;x1^2 x3;x2^2 x3;x1^4;x1^2 x2 x3",TRUE,FALSE,FALSE,2.25398373603821
19,"snr",3.69897000433602,5000,5,55,5,"x1^3;x1^3 x3;x1^5;x1^3 x2^2;x1^2 x2^2 x3",FALSE,FALSE,FALSE,2.65946340560913
19,"snr",3.69897000433602,5000,10,34,4,"x3;x1^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4",TRUE,FALSE,FALSE,2.25330018997192
19,"snr",3.69897000433602,5000,15,55,5,"x3;x1^2;x2^2;x3^2;x1^2 x3;x1^2 x2^2;x2^2 x3^2;x1^2 x2^2 x3;x1^3 x3^2",TRUE,FALSE,FALSE,2.67192482948303
19,"snr",3.69897000433602,5000,20,55,5,"x3;x1^2;x2^2;x1^2 x3;x3^3;x1^2 x2^2;x1^2 x2 x3;x2^2 x3^2;x1^4 x2;x1^2 x2 x3^2",TRUE,FALSE,FALSE,2.96462416648865
19,"snr",3.69897000433602,5000,25,55,5,"x3;x1^2;x2^2;x3^3;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x1^2 x2^2 x3",TRUE,FALSE,FALSE,2.64781832695007
19,"snr",3.69897000433602,5000,30,34,4,"x3;x1^2;x2^2;x1 x3;x1^2 x2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^2 x3^2",TRUE,FALSE,FALSE,2.47621631622314
19,"snr",3.69897000433602,5000,35,34,4,"x3;x1^2;x2^2;x1^3;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,FALSE,TRUE,2.61795878410339
19,"snr",3.69897000433602,5000,40,34,4,"x3;x1^2;x2^2;x1 x3;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x1^3 x3;x1^2 x3^2",TRUE,FALSE,TRUE,2.67011952400208
19,"snr",3.69897000433602,5000,45,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,2.63592123985291
19,"snr",3.69897000433602,5000,50,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,2.54871201515198
19,"snr",3.69897000433602,5000,55,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,2.48138165473938
19,"snr",3.69897000433602,5000,60,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,2.49089503288269
19,"snr",3.69897000433602,5000,Inf,55,5,"x3;x1^2;x2^2;x2 x3;x1^3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^3 x2;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x2 x3^3;x1^4 x3;x1^2 x2^2 x3;x1^3 x3^2;x2^3 x3^2;x1^2 x3^3",TRUE,FALSE,TRUE,2.40021634101868
0,"n",3.6,3981,49,34,4,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2;x3^4",TRUE,FALSE,TRUE,2.08169436454773
1,"n",3.6,3981,49,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x2^4;x1^3 x3;x2^2 x3^2",TRUE,FALSE,TRUE,2.113849401474
2,"n",3.6,3981,49,55,5,"x1;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^5;x1^4 x2;x1^3 x2^2;x1^2 x2^3;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x2^3 x3;x2^3 x3^2;x1^2 x3^3;x1 x3^4",TRUE,FALSE,FALSE,2.53076219558716
3,"n",3.6,3981,49,55,5,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^3 x3;x1^2 x2 x3;x1^2 x3^2;x2^2 x3^2;x1^2 x2^2 x3;x2^4 x3;x1^2 x2 x3^2",TRUE,FALSE,TRUE,2.47389268875122
4,"n",3.6,3981,49,55,5,"x3;x1^2;x2^2;x1 x3;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x2^2 x3^2;x3^4;x2^4 x3",TRUE,FALSE,TRUE,2.42905378341675
5,"n",3.6,3981,49,34,4,"x1;x3;x1^2;x1 x2;x2^2;x3^2;x1^3;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^3 x2;x1^2 x2^2;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x3^4",TRUE,FALSE,FALSE,2.1909761428833
6,"n",3.6,3981,49,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2;x2^2 x3^2",TRUE,FALSE,TRUE,2.22451519966125
7,"n",3.6,3981,49,55,5,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^4 x3;x1^2 x2^2 x3;x2^4 x3",TRUE,FALSE,TRUE,2.34748315811157
8,"n",3.6,3981,49,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,2.22660851478577
9,"n",3.6,3981,49,55,5,"x3;x1^2;x2^2;x1 x3;x2 x3;x3^2;x1^3;x2^2 x3;x2 x3^2;x3^3;x2^4;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x2 x3^3;x3^4;x1^5;x1^4 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x1^2 x3^3;x2^2 x3^3",TRUE,FALSE,FALSE,2.45354795455933
0,"n",3.4,2512,49,34,4,"x1;x3;x1^2;x2^2;x2 x3;x3^2;x1^3;x1^2 x2;x1 x2^2;x2^3;x1^2 x3;x2^2 x3;x1 x3^2;x2 x3^2;x3^3;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4",TRUE,FALSE,TRUE,1.55679988861084
1,"n",3.4,2512,49,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,1.40764021873474
2,"n",3.4,2512,49,55,5,"x1;x2;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1 x2^2;x1^2 x3;x2^2 x3;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x2 x3;x1 x2^2 x3;x1^2 x3^2;x1 x2 x3^2;x2^2 x3^2;x1 x3^3;x3^4;x1^5;x1^3 x2^2;x1^2 x2^3;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1 x3^4",TRUE,FALSE,TRUE,1.64972734451294
3,"n",3.4,2512,49,55,5,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,1.56623959541321
4,"n",3.4,2512,49,55,5,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x2^2 x3^2;x3^4;x2^4 x3",TRUE,FALSE,TRUE,1.57806611061096
5,"n",3.4,2512,49,34,4,"x1;x3;x1^2;x1 x2;x2^2;x2 x3;x3^2;x1^3;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x1 x3^3;x3^4",TRUE,FALSE,TRUE,1.54694294929504
6,"n",3.4,2512,49,55,5,"x3;x1^2;x2^2;x1 x3;x3^2;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^2 x3^3;x2^2 x3^3",TRUE,FALSE,TRUE,1.62658643722534
7,"n",3.4,2512,49,55,5,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x3^4",TRUE,FALSE,TRUE,1.59921503067017
8,"n",3.4,2512,49,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,1.390869140625
9,"n",3.4,2512,49,55,5,"x3;x1^2;x2^2;x1 x3;x2 x3;x1^3;x1 x2^2;x2^3;x1 x2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x2 x3;x2^3 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x2 x3^3;x3^4;x1^4 x2;x1^3 x2^2;x1^4 x3;x1^3 x2 x3;x1^2 x2^2 x3;x1^2 x2 x3^2;x1^2 x3^3;x2^2 x3^3",TRUE,FALSE,FALSE,1.56289100646973
0,"n",3.2,1585,49,55,5,"x3;x1^2;x2^2;x3^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^3 x3;x3^4;x1^2 x2^2 x3",TRUE,FALSE,TRUE,1.07029867172241
1,"n",3.2,1585,49,34,4,"x3;x1^2;x2^2;x1 x3;x2 x3;x1^2 x3;x1 x2 x3;x2^2 x3;x1 x3^2;x3^3;x1^2 x2 x3;x2^3 x3;x1 x3^3",TRUE,FALSE,FALSE,0.964848518371582
2,"n",3.2,1585,49,55,5,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3",TRUE,TRUE,TRUE,1.07684755325317
3,"n",3.2,1585,49,55,5,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^2 x2^2;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x1^2 x2^2 x3;x1 x2^2 x3^2",TRUE,FALSE,TRUE,1.03229093551636
4,"n",3.2,1585,49,55,5,"x3;x1^2;x2^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1^2 x3^2;x2^2 x3^2;x3^4;x1^3 x2^2;x1^3 x2 x3;x1^2 x2^2 x3;x2^4 x3;x1^3 x3^2;x1^2 x2 x3^2;x1 x2^2 x3^2;x2^3 x3^2",TRUE,FALSE,FALSE,1.09882259368896
5,"n",3.2,1585,49,34,4,"x1;x3;x1^2;x2^2;x1 x3;x3^2;x1^3;x1^2 x3;x2^2 x3;x1 x3^2;x3^3;x1^3 x2;x1^2 x2^2;x1^2 x2 x3;x1 x2^2 x3;x2^2 x3^2;x1 x3^3;x3^4",TRUE,FALSE,FALSE,0.96552300453186
6,"n",3.2,1585,49,55,5,"x3;x1^2;x2^2;x3^2;x3^3;x1^3 x3;x1^2 x3^2;x2^2 x3^2",TRUE,FALSE,FALSE,1.07891392707825
7,"n",3.2,1585,49,55,5,"x1;x3;x1^2;x2^2;x2 x3;x3^2;x1 x2^2;x1 x3^2;x2 x3^2;x3^3;x1^4;x1^2 x2^2;x2^4;x1^3 x3;x1 x2^2 x3;x1^2 x3^2;x2^2 x3^2;x1 x3^3;x1^3 x2 x3",TRUE,FALSE,FALSE,1.17018628120422
8,"n",3.2,1585,49,34,4,"x3;x1^2;x2^2;x1^2 x3;x2^2 x3;x3^3;x1^3 x3;x1^2 x3^2",TRUE,FALSE,TRUE,1.04936385154724
