"sweep","value","trial","pass2","final"
"snr",44,33,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x2^2x3|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x2^4|x1^3x3|x2^2x3^3"
"snr",44,34,"(Intercept)|x1|x3|x1^2|x2^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1x2^2x3|x1^2x3^2|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2"
"snr",44,35,"(Intercept)|x3|x1^2|x1x2|x2^2|x1^2x2|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x2x3|x1^2x3^2|x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,36,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,37,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x3^4|x1^3x2x3|x2^4x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x2^4x3"
"snr",44,38,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x1^2x2|x1x2^2|x2^3|x1^2x3|x2^2x3|x1x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1x2^2x3|x1^2x3^2|x1x2x3^2|x1^3x2^2|x1x2^4|x1^4x3|x1^3x2x3|x1^3x3^2|x1x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x1^2x2|x2^3|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x3^2|x1x2^4|x1^3x2x3"
"snr",44,39,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x1x2x3|x2^2x3|x1x3^2|x3^3|x1^2x2^2|x1^3x3|x1^2x3^2|x1^2x2^2x3|x2^4x3|x1x2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^3x3|x1^2x2^2x3|x2^4x3|x1x2x3^3"
"snr",44,40,"(Intercept)|x1|x3|x1^2|x1x2|x2^2|x1x3|x3^2|x1^3|x1^2x3|x2^2x3|x1x3^2|x3^3|x1^4|x1^2x2^2|x1x2^3|x1x2^2x3|x1^2x3^2|x2^2x3^2|x1x3^3","(Intercept)|x1|x3|x1^2|x1x2|x2^2|x1x3|x1^3|x1^2x3|x2^2x3|x1x3^2|x3^3|x1^4|x1^2x2^2|x1x2^3|x1x2^2x3|x1^2x3^2|x1x3^3"
"snr",44,41,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,42,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x1^2x3|x2^2x3|x1x3^2|x3^3|x1^4|x1^2x2^2|x1^3x3|x1x2^2x3|x1^2x3^2|x1x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,43,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x2^2x3|x3^3|x1^4|x1^3x3|x1^2x2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,44,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x3^2|x1^2x2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,45,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,46,"(Intercept)|x3|x1^2|x2^2|x1^2x2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,47,"(Intercept)|x1|x3|x1^2|x2^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3","(Intercept)|x1|x3|x1^2|x2^2|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3"
"snr",44,48,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^3x3|x1^2x3^2|x1^3x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x3^2|x1^3x3^2"
"snr",44,49,"(Intercept)|x3|x1^2|x1x2|x2^2|x1x3|x2x3|x1^2x3|x2^2x3|x3^3|x1^3x2|x1^2x2^2|x1^2x2x3|x1x2^2x3|x2^2x3^2|x1x3^3|x1^2x2^2x3|x2^4x3|x1^3x3^2|x1^2x2x3^2|x1x2^2x3^2|x2^3x3^2|x2^2x3^3","(Intercept)|x3|x1^2|x1x2|x2^2|x1x3|x1^2x3|x2^2x3|x3^3|x1^3x2|x1x2^2x3|x1x3^3|x1^3x3^2"
"snr",44,50,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3|x1^4x3|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,51,"(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^3x2^2|x1^2x2^3|x1x2^4|x1^4x3|x1^3x2x3|x1x2^3x3|x1^3x3^2|x1^2x3^3","(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^2x2^2|x1^3x3|x1^3x2^2|x1^4x3|x1^2x3^3"
"snr",44,52,"(Intercept)|x3|x1^2|x2^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3","(Intercept)|x3|x1^2|x2^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3"
"snr",44,53,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x2x3|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,54,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,55,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x1x3^2|x3^3|x1^2x2^2|x1x2^2x3|x2^3x3|x1^5|x1^2x2^2x3|x2^4x3|x1^3x3^2|x2^3x3^2|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x1x3^2|x3^3|x1x2^2x3|x2^3x3|x1^5|x1^2x2^2x3|x2^4x3|x1^3x3^2|x2^3x3^2|x2^2x3^3"
"snr",44,56,"(Intercept)|x3|x1^2|x2^2|x1x3|x1x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^3x2^2|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^3x2^2"
"snr",44,57,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^3x2|x1^2x2^2|x1^3x3|x1^2x3^2|x1x2x3^2|x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,58,"(Intercept)|x1|x3|x1^2|x2^2|x1x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x1^2x3^2|x2^2x3^2|x3^4|x1^2x2^2x3|x2^4x3","(Intercept)|x3|x1^2|x2^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x1^2x3^2|x2^2x3^2"
"snr",44,59,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,60,"(Intercept)|x1|x3|x1^2|x2^2|x1x3|x3^2|x1^3|x1^2x3|x2^2x3|x3^3|x1^2x3^2|x3^4|x1^2x2^3|x1^2x2^2x3|x1^3x3^2","(Intercept)|x1|x3|x1^2|x2^2|x1x3|x1^3|x1^2x3|x2^2x3|x3^3|x1^2x3^2|x1^3x3^2"
"snr",44,61,"(Intercept)|x1|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x2^2x3"
"snr",44,62,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,63,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1x2^2x3|x1^2x2^2x3|x1^3x3^2|x1x2^2x3^2|x1^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x3^3"
"snr",44,64,"(Intercept)|x3|x1^2|x2^2|x2x3|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^4|x1^3x2|x1^3x3|x1x2^2x3|x1^4x2|x1^3x2^2|x1^3x2x3|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^3x3|x1x2^2x3|x1^4x2|x1^3x2x3|x1^2x2^2x3"
"snr",44,65,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,66,"(Intercept)|x3|x1^2|x2^2|x1^2x2|x1x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x3^2|x2^2x3^2|x1^2x2^3|x1^2x2^2x3|x2^4x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x2^3"
"snr",44,67,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,68,"(Intercept)|x2|x3|x1^2|x2^2|x1x3|x2x3|x3^2|x1^2x2|x2^3|x1^2x3|x2^2x3|x3^3|x1^3x2|x1^2x2^2|x1x2^3|x2^4|x1^3x3|x1^2x2x3|x2^2x3^2|x2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,69,"(Intercept)|x3|x1^2|x2^2|x3^2|x1x2^2|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^2x2^2|x1x2^3|x1^3x3|x1x2^2x3|x2^3x3|x1x2x3^2|x2^2x3^2|x1^3x2^2|x1x2^4|x1^2x2^2x3|x2^4x3|x2^3x3^2|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,70,"(Intercept)|x3|x1^2|x2^2|x1x3|x3^2|x1^3|x1^2x2|x1^2x3|x2^2x3|x2x3^2|x3^3|x2^4|x1^3x3|x1x2^2x3|x2^2x3^2|x3^4|x1^2x2^2x3|x2^4x3|x1^3x3^2|x1^2x2x3^2|x1x2^2x3^2|x1^2x3^3|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x2^4|x1^3x3"
"snr",44,71,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,72,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3"
"snr",44,73,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x2^2x3|x3^3|x1^4|x1^3x3|x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x2^2x3|x3^3|x1^4|x1^3x3"
"snr",44,74,"(Intercept)|x2|x3|x1^2|x2^2|x1x3|x2x3|x1^2x2|x2^3|x1^2x3|x1x2x3|x2x3^2|x3^3|x1^3x2|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x2^3x3|x1x2x3^2|x2^2x3^2|x2x3^3","(Intercept)|x2|x3|x1^2|x2^2|x2x3|x1^2x2|x2^3|x1^2x3|x1x2x3|x2x3^2|x3^3|x1^3x2|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x2^3x3|x1x2x3^2|x2^2x3^2|x2x3^3"
"snr",44,75,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,76,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x2^3|x1^2x3|x2^2x3|x3^3|x1^4|x2^4|x1^2x2x3|x1x2^2x3|x2^3x3|x1^2x3^2|x1x3^3|x1^5|x1^3x2^2|x1x2^4|x2^5|x1^4x3|x1^2x2^2x3|x1x2^3x3|x2^4x3|x1^3x3^2|x1^2x2x3^2|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x2^3|x1^2x3|x3^3|x1x2^2x3|x1^2x3^2|x1x2^4|x1^2x2^2x3|x1^3x3^2|x1^2x2x3^2"
"snr",44,77,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,78,"(Intercept)|x3|x1^2|x2^2|x1^3|x2^3|x1x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x2^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^3x2^2|x1^4x3|x1^2x2^2x3|x2^4x3|x1^3x3^2","(Intercept)|x3|x1^2|x2^2|x1^3|x3^3|x1^4|x1^2x2^2|x2^4|x2^3x3|x1^2x3^2|x2^2x3^2|x1^4x3|x1^2x2^2x3|x1^3x3^2"
"snr",44,79,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^2x2^3|x1^4x3|x1^2x2^2x3|x2^4x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,80,"(Intercept)|x3|x1^2|x1x2|x2^2|x1x3|x2x3|x3^2|x2^3|x2^2x3|x2x3^2|x3^3|x1^4|x1^3x2|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x1x2x3^2|x2^2x3^2|x2x3^3|x1^3x2^2|x1^4x3|x1^2x2^2x3|x1x2^3x3|x2^4x3|x1^2x2x3^2|x1x2^2x3^2|x1^2x3^3|x1x2x3^3","(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^3x3|x1^4x3|x1^2x2^2x3|x1^2x3^3"
"snr",44,81,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x1^2x2|x3^3|x1^4|x1^3x2|x1^2x2^2|x2^4|x1^2x2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3|x1^3x3^2|x1x2^2x3^2|x1^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^3|x3^3|x2^4|x2^3x3|x2^2x3^2|x1^2x2^2x3|x2^4x3|x1^3x3^2"
"snr",44,82,"(Intercept)|x2|x3|x1^2|x2^2|x2x3|x3^2|x1^2x2|x2^3|x1^2x3|x2x3^2|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x3^4","(Intercept)|x2|x3|x1^2|x2^2|x1^2x2|x2^3|x1^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x2^3x3|x2^2x3^2"
"snr",44,83,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x2^2x3|x3^3","(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x2^2x3|x3^3"
"snr",44,84,"(Intercept)|x3|x1^2|x2^2|x1^2x2|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x2|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x3^2"
"snr",44,85,"(Intercept)|x3|x1^2|x2^2|x1^3|x1^2x2|x1x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^2x2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3|x1^3x3^2|x1^2x2x3^2","(Intercept)|x3|x1^2|x2^2|x1^3|x1^2x2|x3^3|x1^4|x1^2x2^2|x2^4|x1^2x2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x1^4x3|x2^4x3|x1^3x3^2"
"snr",44,86,"(Intercept)|x3|x1^2|x2^2|x1x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3|x1x2^2x3|x3^4|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3"
"snr",44,87,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,88,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,89,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,90,"(Intercept)|x3|x1^2|x1x2|x2^2|x1x3|x3^2|x1x2^2|x1^2x3|x2^2x3|x1x3^2|x2x3^2|x3^3|x1^3x2|x1x2^3|x1^3x3|x1x2^2x3|x1x2x3^2|x1x3^3|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,91,"(Intercept)|x3|x1^2|x2^2|x1x3|x3^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,92,"(Intercept)|x2|x3|x1^2|x1x2|x2^2|x1x3|x2x3|x3^2|x1^2x2|x1^2x3|x2^2x3|x1x3^2|x2x3^2|x3^3|x1^4|x1^2x2^2|x1x2^3|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x3^4|x1^4x2|x1^3x2^2|x1^4x3|x1^2x2^2x3|x1x2^3x3|x1^3x3^2|x1^2x2x3^2|x2^3x3^2|x1^2x3^3|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^4x2|x1^3x2^2"
"snr",44,93,"(Intercept)|x1|x3|x1^2|x2^2|x1x3|x1^2x2|x1x2^2|x2^2x3|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x2^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^2x2^3|x1^4x3|x1x2^3x3|x2^4x3|x1^2x2x3^2","(Intercept)|x1|x3|x1^2|x2^2|x1^2x2|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x2^3x3|x1^2x3^2|x3^4|x1^2x2^3|x1^4x3|x1x2^3x3|x2^4x3"
"snr",44,94,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3|x1^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,95,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x1^2x2|x2^2x3|x1x3^2|x3^3|x1^4|x1^3x3|x1x2^2x3|x1^2x3^2|x1x3^3|x1^4x2|x1^2x2^3|x1^4x3|x1^2x2^2x3|x1x2^3x3|x1^3x3^2|x1^2x2x3^2|x1x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x2|x2^2x3|x1x3^2|x3^3|x1^4|x1^2x3^2|x1^4x2|x1^4x3|x1^2x2^2x3"
"snr",44,96,"(Intercept)|x2|x3|x1^2|x2^2|x1x3|x3^2|x1^3|x1^2x2|x2^3|x1^2x3|x2^2x3|x1x3^2|x3^3|x1^2x2^2|x1^2x2x3|x1x2^2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x1x3^3|x3^4|x1^4x3|x1^2x2^2x3|x1^3x3^2","(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1x2^2x3|x1x3^3|x1^4x3|x1^2x2^2x3|x1^3x3^2"
"snr",44,97,"(Intercept)|x1|x3|x1^2|x2^2|x1x3|x1^2x2|x1x2^2|x1x2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x2x3|x1x2^2x3|x1^5|x1^2x2^3|x1^4x3|x1^3x2x3|x1^2x2^2x3|x1x2^3x3|x1^3x3^2|x1x2^2x3^2|x1^2x3^3","(Intercept)|x1|x3|x1^2|x2^2|x1x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3|x1x2^2x3|x1^5|x1^4x3|x1^3x3^2|x1x2^2x3^2|x1^2x3^3"
"snr",44,98,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,99,"(Intercept)|x1|x2|x3|x1^2|x1x2|x2^2|x1x3|x1^3|x1^2x2|x1x2^2|x1^2x3|x1x2x3|x2^2x3|x2x3^2|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x1^2x3^2|x1x2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x1^4x2|x1^3x2^2|x1^2x2^3|x1x2^4|x1^4x3|x1^3x2x3|x1^2x2^2x3|x1x2^3x3|x1^3x3^2|x1^2x2x3^2|x1x2^2x3^2|x1^2x3^3|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x2|x1x2^2|x1^2x3|x1x2x3|x2^2x3|x2x3^2|x3^3|x1^3x3|x1^2x2x3|x1x2^2x3|x1x2x3^2|x2x3^3|x1^4x2|x1^3x2^2|x1^2x2^3|x1x2^4|x1^3x2x3|x1^2x2^2x3|x1x2^3x3|x1^2x2x3^2|x1x2^2x3^2"
"snr",44,100,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",45,1,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",45,2,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",45,3,"(Intercept)|x3|x1^2|x2^2|x1x3|x3^2|x1^2x2|x1x2^2|x1^2x3|x2^2x3|x2x3^2|x3^3|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x2^2x3^2|x1x3^3|x3^4|x1^3x2^2|x1^4x3|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",45,4,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x3^2|x2^2x3^2|x2^4x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",45,5,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x2^2x3^2|x3^4|x1^2x2^2x3|x2^4x3|x2^3x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",45,6,"(Intercept)|x3|x1^2|x2^2|x3^2|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x3^2|x1^4x3"
"snr",45,7,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",45,8,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",45,9,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",45,10,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",45,11,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
