"sweep","value","trial","pass2","final"
"snr",43,54,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,55,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x1^2x3|x1x3^2|x3^3|x1^2x2^2|x1x2^2x3|x2^3x3|x1^2x2^2x3|x2^4x3|x1^3x3^2|x2^3x3^2|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x1^2x3|x1x3^2|x3^3|x2^3x3|x1^2x2^2x3|x2^4x3|x1^3x3^2|x2^3x3^2|x2^2x3^3"
"snr",43,56,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x2|x1x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3|x1x2^2x3|x1^4x2|x1^3x2^2|x1^2x2^2x3|x1^2x2x3^2|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x2|x1^2x3|x2^2x3|x3^3|x1^3x3|x2^2x3^3"
"snr",43,57,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^3x2|x1^2x2^2|x1^3x3|x1^2x3^2|x1x2x3^2|x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,58,"(Intercept)|x3|x1^2|x2^2|x2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x1^2x3^2|x2^2x3^2|x3^4|x1^2x2^2x3|x2^4x3","(Intercept)|x3|x1^2|x2^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x1^2x3^2|x2^2x3^2"
"snr",43,59,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,60,"(Intercept)|x1|x3|x1^2|x2^2|x1x3|x3^2|x1^3|x1^2x3|x2^2x3|x3^3|x1^2x3^2|x3^4|x1^2x2^3|x1^2x2^2x3|x1^3x3^2","(Intercept)|x1|x3|x1^2|x2^2|x1x3|x1^3|x1^2x3|x2^2x3|x3^3|x1^2x3^2|x1^3x3^2"
"snr",43,61,"(Intercept)|x1|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,62,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,63,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1x2^2x3|x1^2x2^2x3|x1^3x3^2|x1x2^2x3^2|x1^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x2^2x3|x1^2x3^3"
"snr",43,64,"(Intercept)|x3|x1^2|x2^2|x1^2x2|x1x2^2|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^4|x1^3x2|x1^3x3|x1x2^2x3|x1^4x2|x1^3x2^2|x1^3x2x3|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^3x3|x1x2^2x3|x1^4x2|x1^3x2x3|x1^2x2^2x3"
"snr",43,65,"(Intercept)|x3|x1^2|x2^2|x2x3|x1^2x2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3^2|x2^3x3^2|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x2x3|x1^2x2|x1^2x3|x2^2x3|x3^3|x2^4|x1^3x3|x2^3x3^2|x2^2x3^3"
"snr",43,66,"(Intercept)|x3|x1^2|x2^2|x1^2x2|x1x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x3^2|x2^2x3^2|x1^2x2^3|x1^2x2^2x3|x2^4x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x2^3"
"snr",43,67,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,68,"(Intercept)|x2|x3|x1^2|x2^2|x1x3|x2x3|x3^2|x1^2x2|x2^3|x1^2x3|x2^2x3|x3^3|x1^3x2|x1^2x2^2|x1x2^3|x2^4|x1^3x3|x1^2x2x3|x2^2x3^2|x2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,69,"(Intercept)|x3|x1^2|x2^2|x3^2|x1x2^2|x1^2x3|x1x2x3|x2^2x3|x3^3|x1^2x2^2|x1x2^3|x1^3x3|x1x2^2x3|x2^3x3|x1x2x3^2|x2^2x3^2|x1^3x2^2|x1x2^4|x1^2x2^2x3|x2^4x3|x2^3x3^2|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,70,"(Intercept)|x3|x1^2|x2^2|x1x3|x3^2|x1^3|x1^2x2|x1^2x3|x2^2x3|x2x3^2|x3^3|x2^4|x1^3x3|x1x2^2x3|x2^2x3^2|x3^4|x1^2x2^2x3|x2^4x3|x1^3x3^2|x1^2x2x3^2|x1x2^2x3^2|x1^2x3^3|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x2^4|x1^3x3"
"snr",43,71,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,72,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3"
"snr",43,73,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x2^2x3|x3^3|x1^4|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1x3|x1^2x3|x2^2x3|x3^3|x1^4|x1^3x3"
"snr",43,74,"(Intercept)|x2|x3|x1^2|x2^2|x1x3|x2x3|x1^2x2|x2^3|x1^2x3|x1x2x3|x2x3^2|x3^3|x1^3x2|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x2^3x3|x1x2x3^2|x2^2x3^2|x2x3^3","(Intercept)|x2|x3|x1^2|x2^2|x1^2x2|x2^3|x1^2x3|x1x2x3|x2x3^2|x3^3|x1^3x2|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x2^3x3|x1x2x3^2|x2^2x3^2|x2x3^3"
"snr",43,75,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,76,"(Intercept)|x3|x1^2|x2^2|x1^3|x2^3|x1^2x3|x2^2x3|x1x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1x2^2x3|x1^2x3^2|x1x3^3|x1^3x2^2|x1^2x2^3|x1x2^4|x1^4x3|x1^2x2^2x3|x1x2^3x3|x2^4x3|x1^3x3^2|x1^2x2x3^2","(Intercept)|x3|x1^2|x2^2|x1^3|x2^3|x1^2x3|x2^2x3|x3^3|x2^4|x1^2x3^2|x1^3x2^2|x1x2^4|x1^2x2^2x3|x2^4x3|x1^3x3^2|x1^2x2x3^2"
"snr",43,77,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,78,"(Intercept)|x3|x1^2|x2^2|x1^3|x2^3|x1x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x2^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^3x2^2|x1^4x3|x1^2x2^2x3|x2^4x3|x1^3x3^2","(Intercept)|x3|x1^2|x2^2|x1^3|x3^3|x1^4|x1^2x2^2|x2^4|x1^2x3^2|x2^2x3^2|x1^4x3|x1^2x2^2x3|x1^3x3^2"
"snr",43,79,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^2x2^3|x1^4x3|x1^2x2^2x3|x2^4x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,80,"(Intercept)|x3|x1^2|x1x2|x2^2|x1x3|x2x3|x3^2|x2^3|x2^2x3|x2x3^2|x3^3|x1^4|x1^3x2|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x1x2x3^2|x2^2x3^2|x2x3^3|x1^3x2^2|x2^5|x1^4x3|x1^2x2^2x3|x1x2^3x3|x2^4x3|x1^2x2x3^2|x1x2^2x3^2|x1^2x3^3|x1x2x3^3","(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^3x3|x1^4x3|x1^2x2^2x3|x1^2x3^3"
"snr",43,81,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x1^2x2|x3^3|x1^4|x1^3x2|x1^2x2^2|x2^4|x1^2x2x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3|x1^3x3^2|x1x2^2x3^2|x1^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^3|x3^3|x2^4|x2^2x3^2|x3^4|x1^2x2^2x3|x2^4x3|x1^3x3^2"
"snr",43,82,"(Intercept)|x2|x3|x1^2|x2^2|x2x3|x3^2|x1^2x2|x2^3|x1^2x3|x2x3^2|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x3^4","(Intercept)|x2|x3|x1^2|x2^2|x1^2x2|x2^3|x1^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x2^3x3|x2^2x3^2"
"snr",43,83,"(Intercept)|x3|x1^2|x2^2|x2x3|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x2x3^3|x1^2x2^3|x1^3x2x3|x1^2x2^2x3|x1x2^3x3|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x2^4|x1^3x3|x1^3x2x3|x1x2^3x3|x2^2x3^3"
"snr",43,84,"(Intercept)|x3|x1^2|x2^2|x1^2x2|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x2|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x3^2"
"snr",43,85,"(Intercept)|x3|x1^2|x2^2|x1^3|x1^2x2|x1x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1^2x2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3|x1^3x3^2","(Intercept)|x3|x1^2|x2^2|x1^3|x1^2x2|x3^3|x1^4|x1^2x2^2|x2^4|x1^2x2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x1^4x3|x1^3x3^2"
"snr",43,86,"(Intercept)|x3|x1^2|x2^2|x1x3|x1x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3|x1x2^2x3|x1^2x2^3|x1^2x2^2x3|x1^3x3^2|x1x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,87,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,88,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,89,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3|x1^2x2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,90,"(Intercept)|x3|x1^2|x1x2|x2^2|x1x3|x3^2|x1x2^2|x1^2x3|x1x2x3|x2^2x3|x1x3^2|x2x3^2|x3^3|x1^3x2|x1x2^3|x1^3x3|x1x2^2x3|x1x2x3^2|x1x3^3|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,91,"(Intercept)|x3|x1^2|x2^2|x1x3|x3^2|x1x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^3x2^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,92,"(Intercept)|x2|x3|x1^2|x1x2|x2^2|x1x3|x2x3|x3^2|x1^2x2|x2^2x3|x1x3^2|x2x3^2|x3^3|x1^4|x1^3x2|x1^2x2^2|x1x2^3|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x3^4|x1^4x2|x1^3x2^2|x1^4x3|x1^2x2^2x3|x1x2^3x3|x1^3x3^2|x1^2x2x3^2|x2^3x3^2|x1^2x3^3|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x2^2x3|x1x3^2|x3^3|x1^3x3|x1x2^2x3|x1x3^3|x3^4|x1^3x2^2|x1^4x3|x1^2x2^2x3|x1^2x3^3"
"snr",43,93,"(Intercept)|x1|x3|x1^2|x2^2|x1x3|x1^2x2|x1x2^2|x2^2x3|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x2^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^2x2^3|x1^4x3|x1x2^3x3|x2^4x3|x1^2x2x3^2","(Intercept)|x1|x3|x1^2|x2^2|x1^2x2|x2^2x3|x3^3|x1^2x2^2|x1^3x3|x2^3x3|x1^2x3^2|x3^4|x1^2x2^3|x1^4x3|x1x2^3x3|x2^4x3"
"snr",43,94,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3|x1^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,95,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1x2^3|x1^3x3|x1^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1x2^3|x1^3x3|x1^2x3^2"
"snr",43,96,"(Intercept)|x2|x3|x1^2|x2^2|x1x3|x2x3|x3^2|x1^3|x1^2x2|x2^3|x1^2x3|x2^2x3|x1x3^2|x3^3|x1^2x2^2|x1^2x2x3|x1x2^2x3|x2^3x3|x1^2x3^2|x2^2x3^2|x1x3^3|x3^4|x1^2x2^3|x1^2x2^2x3|x1^3x3^2|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x1^2x3|x2^2x3|x3^3|x1x2^2x3|x1x3^3|x3^4|x1^3x3^2"
"snr",43,97,"(Intercept)|x1|x3|x1^2|x2^2|x1x3|x1x2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x2x3|x1x2^2x3|x1^2x3^2|x1^5|x1^3x2^2|x1^2x2^3|x1^4x3|x1^3x2x3|x1x2^3x3|x1^3x3^2|x1^2x2x3^2|x1x2^2x3^2|x2^2x3^3","(Intercept)|x1|x3|x1^2|x2^2|x1x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1x2^2x3|x1^2x3^2|x1^5|x1^4x3|x1^3x2x3|x1^3x3^2|x1x2^2x3^2"
"snr",43,98,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",43,99,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x1^2x2|x1x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1x2^2x3|x1^2x3^2|x1x3^3|x3^4|x1^4x2|x1^3x2^2|x1^2x2^3|x1x2^4|x1^4x3|x1^2x2^2x3|x1^3x3^2|x1^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x2|x1x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1x2^2x3|x1^4x2|x1^3x2^2|x1^2x2^3|x1x2^4|x1^4x3|x1^2x2^2x3|x1^2x3^3"
"snr",43,100,"(Intercept)|x3|x1^2|x2^2|x1x3|x3^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,1,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,2,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,3,"(Intercept)|x3|x1^2|x2^2|x1x3|x3^2|x1^2x2|x1x2^2|x1^2x3|x2^2x3|x2x3^2|x3^3|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x1^2x3^2|x2^2x3^2|x1x3^3|x3^4|x1^3x2^2|x1^4x3|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,4,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x3^2|x2^2x3^2|x2^4x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,5,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x2^2x3^2|x3^4|x1^2x2^2x3|x2^4x3|x2^3x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,6,"(Intercept)|x3|x1^2|x2^2|x3^2|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x3^2|x1^4x3"
"snr",44,7,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,8,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,9,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,10,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,11,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,12,"(Intercept)|x1|x2|x3|x1^2|x1x2|x2^2|x1x3|x2x3|x3^2|x1^3|x1^2x2|x1x2^2|x2^3|x1^2x3|x1x2x3|x2^2x3|x1x3^2|x2x3^2|x1^4|x1^3x2|x1^2x2^2|x1x2^3|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x2^3x3|x1^2x3^2|x1x2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x3^4","(Intercept)|x1|x2|x3|x1^2|x2^2|x1x3|x2x3|x3^2|x1^2x2|x1x2^2|x2^3|x1^2x3|x2^2x3|x2x3^2|x1^4|x1x2^3|x2^4|x1^3x3|x1^2x2x3|x1x2^2x3|x1^2x3^2|x2^2x3^2|x1x3^3|x2x3^3|x3^4"
"snr",44,13,"(Intercept)|x3|x1^2|x2^2|x2x3|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x2^3x3|x2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,14,"(Intercept)|x3|x1^2|x2^2|x1x3|x3^2|x1^2x2|x1^2x3|x1x2x3|x2^2x3|x2x3^2|x3^3|x1^2x2^2|x1^3x3|x1^2x2x3|x1x2^2x3|x1x2x3^2|x2^2x3^2|x2x3^3|x1^4x2|x1^3x2^2|x1^4x3|x1^3x2x3|x1^2x2^2x3|x1x2^3x3|x2^4x3|x1^3x3^2|x1^2x2x3^2|x1x2^2x3^2|x1^2x3^3|x2^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x3^3"
"snr",44,15,"(Intercept)|x3|x1^2|x2^2|x2x3|x1x2^2|x1^2x3|x2x3^2|x3^3|x1^2x2^2|x2^4|x1^3x3|x1x2^2x3|x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x2x3|x1x2^2|x1^2x3|x2x3^2|x3^3|x1^2x2^2|x2^4|x1^3x3|x1x2^2x3|x2^2x3^2"
"snr",44,16,"(Intercept)|x3|x1^2|x2^2|x3^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x2^2x3^2|x3^4","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,17,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x2^3x3|x1^2x3^2|x2^2x3^2|x1^4x3|x1^2x2^2x3|x2^4x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x3^3|x2^4|x1^3x3|x2^3x3|x2^2x3^2|x1^2x2^2x3|x2^4x3"
"snr",44,18,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,19,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,20,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,21,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,22,"(Intercept)|x3|x1^2|x2^2|x1x3|x3^2|x1^2x2|x1^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x1x2^2x3|x2^3x3|x2^2x3^2|x3^4|x2^4x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x2^3x3|x2^2x3^2|x2^4x3"
"snr",44,23,"(Intercept)|x3|x1^2|x2^2|x3^2|x2^2x3|x3^3|x1^4|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x3|x1^2x2^2x3|x2^4x3","(Intercept)|x3|x1^2|x2^2|x2^2x3|x3^3|x1^4|x1^2x2^2|x1^3x3|x1^2x3^2|x1^4x3"
"snr",44,24,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,25,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,26,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3|x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,27,"(Intercept)|x1|x3|x1^2|x2^2|x1x3|x1^3|x1x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^2x3^2|x1^3x2^2|x1^2x2^3|x1x2^4|x1^2x2^2x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1x2^4"
"snr",44,28,"(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3"
"snr",44,29,"(Intercept)|x3|x1^2|x2^2|x1x3|x2x3|x1^2x2|x1^2x3|x2^2x3|x2x3^2|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x2x3|x2^3x3|x2^2x3^2|x2x3^3|x1^4x2|x1^4x3|x1^2x2^2x3|x1^3x3^2|x1^2x2x3^2|x2^3x3^2|x1^2x3^3","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^3x3|x1^4x3"
"snr",44,30,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x2x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1x2^2x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x2|x1^2x2^2x3|x1^2x2x3^2","(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x2x3^2|x3^3|x1^4|x1^2x2^2|x2^4|x1x2^2x3|x1^2x3^2|x2^2x3^2|x3^4|x1^4x2|x1^2x2x3^2"
"snr",44,31,"(Intercept)|x3|x1^2|x2^2|x1x3|x1^3|x1^2x3|x2^2x3|x1x3^2|x3^3|x1^4|x1^2x2^2|x1^3x3|x1x2^2x3|x1^2x3^2|x3^4|x1^3x3^2|x1x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x1^3x3"
"snr",44,32,"(Intercept)|x3|x1^2|x2^2|x1x3|x3^2|x1^3|x1x2^2|x1^2x3|x2^2x3|x1x3^2|x3^3|x1^2x2^2|x2^4|x1^3x3|x1^2x3^2|x2^2x3^2","(Intercept)|x3|x1^2|x2^2|x1^2x3|x2^2x3|x3^3|x1^2x2^2|x2^4|x1^3x3|x2^2x3^2"
